author,rank,title,abstract_url,paper_url,institution
Toby Collins,3,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Parashar_As-Rigid-As-Possible_Volumetric_Shape-From-Template_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Parashar_As-Rigid-As-Possible_Volumetric_Shape-From-Template_ICCV_2015_paper.pdf,
Armin Mustafa,1,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Mustafa_General_Dynamic_Scene_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Mustafa_General_Dynamic_Scene_ICCV_2015_paper.pdf,
Hansung Kim,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Mustafa_General_Dynamic_Scene_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Mustafa_General_Dynamic_Scene_ICCV_2015_paper.pdf,
Jean-Yves Guillemaut,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Mustafa_General_Dynamic_Scene_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Mustafa_General_Dynamic_Scene_ICCV_2015_paper.pdf,
Adrian Hilton,3,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Mustafa_General_Dynamic_Scene_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Mustafa_General_Dynamic_Scene_ICCV_2015_paper.pdf,
Matthew Trager,1,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Trager_The_Joint_Image_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Trager_The_Joint_Image_ICCV_2015_paper.pdf,
Martial Hebert,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Trager_The_Joint_Image_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Trager_The_Joint_Image_ICCV_2015_paper.pdf,
Jean Ponce,3,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Trager_The_Joint_Image_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Trager_The_Joint_Image_ICCV_2015_paper.pdf,
Rui Yu,1,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Yu_Direct_Dense_and_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Yu_Direct_Dense_and_ICCV_2015_paper.pdf,
Chris Russell,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Yu_Direct_Dense_and_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Yu_Direct_Dense_and_ICCV_2015_paper.pdf,
Neill D. F. Campbell,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Yu_Direct_Dense_and_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Yu_Direct_Dense_and_ICCV_2015_paper.pdf,
Lourdes Agapito,3,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Yu_Direct_Dense_and_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Yu_Direct_Dense_and_ICCV_2015_paper.pdf,
Menglong Zhu,1,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Zhu_Single_Image_Pop-Up_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Zhu_Single_Image_Pop-Up_ICCV_2015_paper.pdf,
Xiaowei Zhou,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Zhu_Single_Image_Pop-Up_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Zhu_Single_Image_Pop-Up_ICCV_2015_paper.pdf,
Kostas Daniilidis,3,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Zhu_Single_Image_Pop-Up_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Zhu_Single_Image_Pop-Up_ICCV_2015_paper.pdf,
Arun Mallya,1,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Mallya_Learning_Informative_Edge_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Mallya_Learning_Informative_Edge_ICCV_2015_paper.pdf,
Svetlana Lazebnik,3,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Mallya_Learning_Informative_Edge_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Mallya_Learning_Informative_Edge_ICCV_2015_paper.pdf,
Hang Su,1,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Su_Multi-View_Convolutional_Neural_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Su_Multi-View_Convolutional_Neural_ICCV_2015_paper.pdf,
Subhransu Maji,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Su_Multi-View_Convolutional_Neural_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Su_Multi-View_Convolutional_Neural_ICCV_2015_paper.pdf,
Evangelos Kalogerakis,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Su_Multi-View_Convolutional_Neural_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Su_Multi-View_Convolutional_Neural_ICCV_2015_paper.pdf,
Erik Learned-Miller,3,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Su_Multi-View_Convolutional_Neural_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Su_Multi-View_Convolutional_Neural_ICCV_2015_paper.pdf,
Alexander Krull,1,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Krull_Learning_Analysis-by-Synthesis_for_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Krull_Learning_Analysis-by-Synthesis_for_ICCV_2015_paper.pdf,
Eric Brachmann,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Krull_Learning_Analysis-by-Synthesis_for_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Krull_Learning_Analysis-by-Synthesis_for_ICCV_2015_paper.pdf,
Frank Michel,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Krull_Learning_Analysis-by-Synthesis_for_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Krull_Learning_Analysis-by-Synthesis_for_ICCV_2015_paper.pdf,
Michael Ying Yang,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Krull_Learning_Analysis-by-Synthesis_for_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Krull_Learning_Analysis-by-Synthesis_for_ICCV_2015_paper.pdf,
Stefan Gumhold,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Krull_Learning_Analysis-by-Synthesis_for_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Krull_Learning_Analysis-by-Synthesis_for_ICCV_2015_paper.pdf,
Carsten Rother,3,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Krull_Learning_Analysis-by-Synthesis_for_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Krull_Learning_Analysis-by-Synthesis_for_ICCV_2015_paper.pdf,
Matea Donlic,1,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Donlic_3D_Surface_Profilometry_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Donlic_3D_Surface_Profilometry_ICCV_2015_paper.pdf,
Tomislav Petkovic,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Donlic_3D_Surface_Profilometry_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Donlic_3D_Surface_Profilometry_ICCV_2015_paper.pdf,
Tomislav Pribanic,3,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Donlic_3D_Surface_Profilometry_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Donlic_3D_Surface_Profilometry_ICCV_2015_paper.pdf,
Zhuoyuan Chen,1,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Chen_A_Deep_Visual_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Chen_A_Deep_Visual_ICCV_2015_paper.pdf,
Xun Sun,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Chen_A_Deep_Visual_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Chen_A_Deep_Visual_ICCV_2015_paper.pdf,
Liang Wang,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Chen_A_Deep_Visual_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Chen_A_Deep_Visual_ICCV_2015_paper.pdf,
Yinan Yu,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Chen_A_Deep_Visual_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Chen_A_Deep_Visual_ICCV_2015_paper.pdf,
Chang Huang,3,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Chen_A_Deep_Visual_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Chen_A_Deep_Visual_ICCV_2015_paper.pdf,
Michael Wilber,1,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Wilber_Learning_Concept_Embeddings_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Wilber_Learning_Concept_Embeddings_ICCV_2015_paper.pdf,
Iljung S. Kwak,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Wilber_Learning_Concept_Embeddings_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Wilber_Learning_Concept_Embeddings_ICCV_2015_paper.pdf,
David Kriegman,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Wilber_Learning_Concept_Embeddings_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Wilber_Learning_Concept_Embeddings_ICCV_2015_paper.pdf,
Serge Belongie,3,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Wilber_Learning_Concept_Embeddings_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Wilber_Learning_Concept_Embeddings_ICCV_2015_paper.pdf,
Xin Lu,1,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Lu_Deep_Multi-Patch_Aggregation_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Lu_Deep_Multi-Patch_Aggregation_ICCV_2015_paper.pdf,
Zhe Lin,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Lu_Deep_Multi-Patch_Aggregation_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Lu_Deep_Multi-Patch_Aggregation_ICCV_2015_paper.pdf,
Xiaohui Shen,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Lu_Deep_Multi-Patch_Aggregation_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Lu_Deep_Multi-Patch_Aggregation_ICCV_2015_paper.pdf,
Radomir Mech,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Lu_Deep_Multi-Patch_Aggregation_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Lu_Deep_Multi-Patch_Aggregation_ICCV_2015_paper.pdf,
James Z. Wang,3,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Lu_Deep_Multi-Patch_Aggregation_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Lu_Deep_Multi-Patch_Aggregation_ICCV_2015_paper.pdf,
Xiaodan Liang,1,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Liang_Towards_Computational_Baby_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Liang_Towards_Computational_Baby_ICCV_2015_paper.pdf,
Si Liu,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Liang_Towards_Computational_Baby_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Liang_Towards_Computational_Baby_ICCV_2015_paper.pdf,
Yunchao Wei,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Liang_Towards_Computational_Baby_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Liang_Towards_Computational_Baby_ICCV_2015_paper.pdf,
Luoqi Liu,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Liang_Towards_Computational_Baby_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Liang_Towards_Computational_Baby_ICCV_2015_paper.pdf,
Liang Lin,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Liang_Towards_Computational_Baby_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Liang_Towards_Computational_Baby_ICCV_2015_paper.pdf,
Shuicheng Yan,3,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Liang_Towards_Computational_Baby_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Liang_Towards_Computational_Baby_ICCV_2015_paper.pdf,
Kevin Tang,1,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Tang_Improving_Image_Classification_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Tang_Improving_Image_Classification_ICCV_2015_paper.pdf,
Manohar Paluri,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Tang_Improving_Image_Classification_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Tang_Improving_Image_Classification_ICCV_2015_paper.pdf,
Li Fei-Fei,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Tang_Improving_Image_Classification_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Tang_Improving_Image_Classification_ICCV_2015_paper.pdf,
Rob Fergus,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Tang_Improving_Image_Classification_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Tang_Improving_Image_Classification_ICCV_2015_paper.pdf,
Lubomir Bourdev,3,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Tang_Improving_Image_Classification_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Tang_Improving_Image_Classification_ICCV_2015_paper.pdf,
Yu-Wei Chao,1,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Chao_HICO_A_Benchmark_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Chao_HICO_A_Benchmark_ICCV_2015_paper.pdf,
Zhan Wang,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Chao_HICO_A_Benchmark_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Chao_HICO_A_Benchmark_ICCV_2015_paper.pdf,
Yugeng He,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Chao_HICO_A_Benchmark_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Chao_HICO_A_Benchmark_ICCV_2015_paper.pdf,
Jiaxuan Wang,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Chao_HICO_A_Benchmark_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Chao_HICO_A_Benchmark_ICCV_2015_paper.pdf,
Jia Deng,3,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Chao_HICO_A_Benchmark_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Chao_HICO_A_Benchmark_ICCV_2015_paper.pdf,
Kaiming He,1,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/He_Delving_Deep_into_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/He_Delving_Deep_into_ICCV_2015_paper.pdf,
Xiangyu Zhang,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/He_Delving_Deep_into_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/He_Delving_Deep_into_ICCV_2015_paper.pdf,
Shaoqing Ren,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/He_Delving_Deep_into_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/He_Delving_Deep_into_ICCV_2015_paper.pdf,
Jian Sun,3,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/He_Delving_Deep_into_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/He_Delving_Deep_into_ICCV_2015_paper.pdf,
Michele Fenzi,1,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Fenzi_Continuous_Pose_Estimation_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Fenzi_Continuous_Pose_Estimation_ICCV_2015_paper.pdf,
Laura Leal-Taixe,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Fenzi_Continuous_Pose_Estimation_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Fenzi_Continuous_Pose_Estimation_ICCV_2015_paper.pdf,
Jorn Ostermann,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Fenzi_Continuous_Pose_Estimation_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Fenzi_Continuous_Pose_Estimation_ICCV_2015_paper.pdf,
Tinne Tuytelaars,3,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Fenzi_Continuous_Pose_Estimation_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Fenzi_Continuous_Pose_Estimation_ICCV_2015_paper.pdf,
Fatih Cakir,1,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Cakir_Adaptive_Hashing_for_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Cakir_Adaptive_Hashing_for_ICCV_2015_paper.pdf,
Stan Sclaroff,3,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Cakir_Adaptive_Hashing_for_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Cakir_Adaptive_Hashing_for_ICCV_2015_paper.pdf,
David F. Fouhey,1,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Fouhey_Single_Image_3D_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Fouhey_Single_Image_3D_ICCV_2015_paper.pdf,
Wajahat Hussain,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Fouhey_Single_Image_3D_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Fouhey_Single_Image_3D_ICCV_2015_paper.pdf,
Abhinav Gupta,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Fouhey_Single_Image_3D_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Fouhey_Single_Image_3D_ICCV_2015_paper.pdf,
Martial Hebert,3,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Fouhey_Single_Image_3D_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Fouhey_Single_Image_3D_ICCV_2015_paper.pdf,
Junshi Huang,1,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Huang_Cross-Domain_Image_Retrieval_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Huang_Cross-Domain_Image_Retrieval_ICCV_2015_paper.pdf,
Rogerio S. Feris,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Huang_Cross-Domain_Image_Retrieval_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Huang_Cross-Domain_Image_Retrieval_ICCV_2015_paper.pdf,
Qiang Chen,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Huang_Cross-Domain_Image_Retrieval_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Huang_Cross-Domain_Image_Retrieval_ICCV_2015_paper.pdf,
Shuicheng Yan,3,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Huang_Cross-Domain_Image_Retrieval_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Huang_Cross-Domain_Image_Retrieval_ICCV_2015_paper.pdf,
Nikita Prabhu,1,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Prabhu_Attribute-Graph_A_Graph_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Prabhu_Attribute-Graph_A_Graph_ICCV_2015_paper.pdf,
R. Venkatesh Babu,3,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Prabhu_Attribute-Graph_A_Graph_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Prabhu_Attribute-Graph_A_Graph_ICCV_2015_paper.pdf,
Georgia Gkioxari,1,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Gkioxari_Contextual_Action_Recognition_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Gkioxari_Contextual_Action_Recognition_ICCV_2015_paper.pdf,
Ross Girshick,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Gkioxari_Contextual_Action_Recognition_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Gkioxari_Contextual_Action_Recognition_ICCV_2015_paper.pdf,
Jitendra Malik,3,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Gkioxari_Contextual_Action_Recognition_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Gkioxari_Contextual_Action_Recognition_ICCV_2015_paper.pdf,
Rachit Dubey,1,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Dubey_What_Makes_an_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Dubey_What_Makes_an_ICCV_2015_paper.pdf,
Joshua Peterson,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Dubey_What_Makes_an_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Dubey_What_Makes_an_ICCV_2015_paper.pdf,
Aditya Khosla,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Dubey_What_Makes_an_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Dubey_What_Makes_an_ICCV_2015_paper.pdf,
Ming-Hsuan Yang,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Dubey_What_Makes_an_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Dubey_What_Makes_an_ICCV_2015_paper.pdf,
Bernard Ghanem,3,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Dubey_What_Makes_an_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Dubey_What_Makes_an_ICCV_2015_paper.pdf,
Kun Ding,1,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Ding_kNN_Hashing_With_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Ding_kNN_Hashing_With_ICCV_2015_paper.pdf,
Chunlei Huo,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Ding_kNN_Hashing_With_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Ding_kNN_Hashing_With_ICCV_2015_paper.pdf,
Bin Fan,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Ding_kNN_Hashing_With_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Ding_kNN_Hashing_With_ICCV_2015_paper.pdf,
Chunhong Pan,3,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Ding_kNN_Hashing_With_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Ding_kNN_Hashing_With_ICCV_2015_paper.pdf,
Xianglong Liu,1,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Liu_Multi-View_Complementary_Hash_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Liu_Multi-View_Complementary_Hash_ICCV_2015_paper.pdf,
Lei Huang,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Liu_Multi-View_Complementary_Hash_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Liu_Multi-View_Complementary_Hash_ICCV_2015_paper.pdf,
Cheng Deng,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Liu_Multi-View_Complementary_Hash_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Liu_Multi-View_Complementary_Hash_ICCV_2015_paper.pdf,
Jiwen Lu,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Liu_Multi-View_Complementary_Hash_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Liu_Multi-View_Complementary_Hash_ICCV_2015_paper.pdf,
Bo Lang,3,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Liu_Multi-View_Complementary_Hash_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Liu_Multi-View_Complementary_Hash_ICCV_2015_paper.pdf,
Liang Zheng,1,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Zheng_Scalable_Person_Re-Identification_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Zheng_Scalable_Person_Re-Identification_ICCV_2015_paper.pdf,
Liyue Shen,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Zheng_Scalable_Person_Re-Identification_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Zheng_Scalable_Person_Re-Identification_ICCV_2015_paper.pdf,
Lu Tian,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Zheng_Scalable_Person_Re-Identification_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Zheng_Scalable_Person_Re-Identification_ICCV_2015_paper.pdf,
Shengjin Wang,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Zheng_Scalable_Person_Re-Identification_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Zheng_Scalable_Person_Re-Identification_ICCV_2015_paper.pdf,
Jingdong Wang,2,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Zheng_Scalable_Person_Re-Identification_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Zheng_Scalable_Person_Re-Identification_ICCV_2015_paper.pdf,
Qi Tian,3,,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Zheng_Scalable_Person_Re-Identification_ICCV_2015_paper.html,http://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Zheng_Scalable_Person_Re-Identification_ICCV_2015_paper.pdf,
